stand_id,geo,proj_id,DoTreat,selected,ETrt_YR,area,p_california_spotted_owl,p_storage,p_functional_fire,p_forest_structure,p_max_sdi,cost,weightedPriority,Pr_1_weighted_priorities,scenario_write_tags
2873,"POLYGON ((-2136263.8119731266 2255703.832999289, -2136263.8119731266 2255403.832999289, -2135963.8119731266 2255403.832999289, -2135963.8119731266 2255703.832999289, -2136263.8119731266 2255703.832999289))",2,1,1,1,0.09,0,0.5053132474,1.659157991,1.234680295,1.884955883,450000000,0.105074209,1,20230322-11-42
2874,"POLYGON ((-2136263.8119731266 2255403.832999289, -2136263.8119731266 2255103.832999289, -2135963.8119731266 2255103.832999289, -2135963.8119731266 2255403.832999289, -2136263.8119731266 2255403.832999289))",2,1,1,1,0.09,0.07999998331,0.4985437989,1.65858537,1.158303529,1.430878371,450000000,0.08918929716,1,20230322-11-42
2875,"POLYGON ((-2136263.8119731266 2255103.832999289, -2136263.8119731266 2254803.832999289, -2135963.8119731266 2254803.832999289, -2135963.8119731266 2255103.832999289, -2136263.8119731266 2255103.832999289))",2,1,1,1,0.09,0,0.2900136113,1.503107846,1.192036897,1.272446156,450000000,0.07912294645,1,20230322-11-42
2876,"POLYGON ((-2136263.8119731266 2254803.832999289, -2136263.8119731266 2254503.832999289, -2135963.8119731266 2254503.832999289, -2135963.8119731266 2254803.832999289, -2136263.8119731266 2254803.832999289))",2,1,1,1,0.09,0.4399999976,0.6360452473,1.371174723,1.304405123,1.389267117,450000000,0.09244577368,1,20230322-11-42
2877,"POLYGON ((-2136263.8119731266 2254503.832999289, -2136263.8119731266 2254203.832999289, -2135963.8119731266 2254203.832999289, -2135963.8119731266 2254503.832999289, -2136263.8119731266 2254503.832999289))",2,1,1,1,0.09,0.04000002146,0.09828221798,1.280053437,1.279459208,1.219834358,450000000,0.07432811546,1,20230322-11-42
2878,"POLYGON ((-2136263.8119731266 2254203.832999289, -2136263.8119731266 2253903.832999289, -2135963.8119731266 2253903.832999289, -2135963.8119731266 2254203.832999289, -2136263.8119731266 2254203.832999289))",2,1,1,1,0.09,0.06000000238,0.3108217716,1.340405136,1.267954379,1.201365873,450000000,0.07686260154,1,20230322-11-42
2879,"POLYGON ((-2136263.8119731266 2253903.832999289, -2136263.8119731266 2253603.832999289, -2135963.8119731266 2253603.832999289, -2135963.8119731266 2253903.832999289, -2136263.8119731266 2253903.832999289))",2,1,1,1,0.09,0,0.2467265129,1.421324104,1.348000646,1.430898994,450000000,0.08528688831,1,20230322-11-42
2880,"POLYGON ((-2136263.8119731266 2253603.832999289, -2136263.8119731266 2253303.832999289, -2135963.8119731266 2253303.832999289, -2135963.8119731266 2253603.832999289, -2136263.8119731266 2253603.832999289))",2,1,1,1,0.09,0.04000002146,0.5371657014,1.67354393,1.296103835,1.358241141,450000000,0.08859738895,1,20230322-11-42
2881,"POLYGON ((-2136263.8119731266 2253303.832999289, -2136263.8119731266 2253003.832999289, -2135963.8119731266 2253003.832999289, -2135963.8119731266 2253303.832999289, -2136263.8119731266 2253303.832999289))",2,1,1,1,0.09,0.2599999905,0.4316728115,1.738158703,1.295831263,1.283254802,450000000,0.08808771347,1,20230322-11-42
2882,"POLYGON ((-2136263.8119731266 2253003.832999289, -2136263.8119731266 2252703.832999289, -2135963.8119731266 2252703.832999289, -2135963.8119731266 2253003.832999289, -2136263.8119731266 2253003.832999289))",2,1,1,1,0.09,0.1000000238,0.7342260182,1.676093638,1.184309632,0.8287453502,450000000,0.07177090259,1,20230322-11-42
2883,"POLYGON ((-2136263.8119731266 2252703.832999289, -2136263.8119731266 2252403.832999289, -2135963.8119731266 2252403.832999289, -2135963.8119731266 2252703.832999289, -2136263.8119731266 2252703.832999289))",2,1,1,1,0.09,0.599999994,1.069603726,1.62471813,1.166185319,0.8507213891,450000000,0.08155036969,1,20230322-11-42
2927,"POLYGON ((-2135963.8119731266 2257803.832999289, -2135963.8119731266 2257503.832999289, -2135663.8119731266 2257503.832999289, -2135663.8119731266 2257803.832999289, -2135963.8119731266 2257803.832999289))",2,1,1,1,0.09,0.4599999785,0.699433893,1.625890136,1.192055196,1.133119389,450000000,0.08577933572,1,20230322-11-42
2928,"POLYGON ((-2135963.8119731266 2257503.832999289, -2135963.8119731266 2257203.832999289, -2135663.8119731266 2257203.832999289, -2135663.8119731266 2257503.832999289, -2135963.8119731266 2257503.832999289))",2,1,1,1,0.09,1.300000012,1.053624809,1.513338804,1.15784502,0.912745893,450000000,0.0905473733,1,20230322-11-42
2929,"POLYGON ((-2135963.8119731266 2257203.832999289, -2135963.8119731266 2256903.832999289, -2135663.8119731266 2256903.832999289, -2135663.8119731266 2257203.832999289, -2135963.8119731266 2257203.832999289))",2,1,1,1,0.09,0.1800000072,0.7593128681,1.662700713,1.228632972,1.671797216,450000000,0.1026977992,1,20230322-11-42
2930,"POLYGON ((-2135963.8119731266 2256903.832999289, -2135963.8119731266 2256603.832999289, -2135663.8119731266 2256603.832999289, -2135663.8119731266 2256903.832999289, -2135963.8119731266 2256903.832999289))",2,1,1,1,0.09,0,0.3905602098,1.666673243,1.263795972,1.545254648,450000000,0.09242976892,1,20230322-11-42
2931,"POLYGON ((-2135963.8119731266 2256603.832999289, -2135963.8119731266 2256303.832999289, -2135663.8119731266 2256303.832999289, -2135663.8119731266 2256603.832999289, -2135963.8119731266 2256603.832999289))",2,1,1,1,0.09,0.04000002146,0.8831934184,1.574781716,1.227436557,1.20461072,450000000,0.08529086743,1,20230322-11-42
2932,"POLYGON ((-2135963.8119731266 2256303.832999289, -2135963.8119731266 2256003.832999289, -2135663.8119731266 2256003.832999289, -2135663.8119731266 2256303.832999289, -2135963.8119731266 2256303.832999289))",2,1,1,1,0.09,0.01999998093,1.1117431,1.761365175,1.240338191,1.305412352,450000000,0.09333979652,1,20230322-11-42
2933,"POLYGON ((-2135963.8119731266 2256003.832999289, -2135963.8119731266 2255703.832999289, -2135663.8119731266 2255703.832999289, -2135663.8119731266 2256003.832999289, -2135963.8119731266 2256003.832999289))",2,1,1,1,0.09,0,0.5068982542,1.715498984,1.264474809,1.855807841,450000000,0.105072576,1,20230322-11-42
2934,"POLYGON ((-2135963.8119731266 2255703.832999289, -2135963.8119731266 2255403.832999289, -2135663.8119731266 2255403.832999289, -2135663.8119731266 2255703.832999289, -2135963.8119731266 2255703.832999289))",2,1,1,1,0.09,0.07999998331,0.4960023165,1.629300177,1.091378801,1.108912587,450000000,0.07680160559,1,20230322-11-42
2935,"POLYGON ((-2135963.8119731266 2255403.832999289, -2135963.8119731266 2255103.832999289, -2135663.8119731266 2255103.832999289, -2135663.8119731266 2255403.832999289, -2135963.8119731266 2255403.832999289))",2,1,1,1,0.09,1.219999999,0.6978605986,1.480139732,1.196311265,0.979449071,450000000,0.08796911552,1,20230322-11-42
2936,"POLYGON ((-2135963.8119731266 2255103.832999289, -2135963.8119731266 2254803.832999289, -2135663.8119731266 2254803.832999289, -2135663.8119731266 2255103.832999289, -2135963.8119731266 2255103.832999289))",2,1,1,1,0.09,0.4399999976,0.1997930408,1.326267928,1.150461569,0.9144192189,450000000,0.06846529236,1,20230322-11-42
2937,"POLYGON ((-2135963.8119731266 2254803.832999289, -2135963.8119731266 2254503.832999289, -2135663.8119731266 2254503.832999289, -2135663.8119731266 2254803.832999289, -2135963.8119731266 2254803.832999289))",2,1,1,1,0.09,0,0.2627405524,1.281264275,1.349698097,1.598982155,450000000,0.08982797862,1,20230322-11-42
2938,"POLYGON ((-2135963.8119731266 2254503.832999289, -2135963.8119731266 2254203.832999289, -2135663.8119731266 2254203.832999289, -2135663.8119731266 2254503.832999289, -2135963.8119731266 2254503.832999289))",2,1,1,1,0.09,0,0.3230645657,1.298261493,1.304771394,1.286412239,450000000,0.07927087148,1,20230322-11-42
2939,"POLYGON ((-2135963.8119731266 2254203.832999289, -2135963.8119731266 2253903.832999289, -2135663.8119731266 2253903.832999289, -2135663.8119731266 2254203.832999289, -2135963.8119731266 2254203.832999289))",2,1,1,1,0.09,0.1000000238,0.3099120855,1.44531855,1.230963975,1.051211923,450000000,0.0727562735,1,20230322-11-42
2940,"POLYGON ((-2135963.8119731266 2253903.832999289, -2135963.8119731266 2253603.832999289, -2135663.8119731266 2253603.832999289, -2135663.8119731266 2253903.832999289, -2135963.8119731266 2253903.832999289))",2,1,1,1,0.09,0.07999998331,0.3512550592,1.48162064,1.212858424,0.9306360036,450000000,0.06896135639,1,20230322-11-42
2941,"POLYGON ((-2135963.8119731266 2253603.832999289, -2135963.8119731266 2253303.832999289, -2135663.8119731266 2253303.832999289, -2135663.8119731266 2253603.832999289, -2135963.8119731266 2253603.832999289))",2,1,1,1,0.09,0,0.6115244627,1.646799266,1.206779271,1.179083124,450000000,0.08130696901,1,20230322-11-42
2942,"POLYGON ((-2135963.8119731266 2253303.832999289, -2135963.8119731266 2253003.832999289, -2135663.8119731266 2253003.832999289, -2135663.8119731266 2253303.832999289, -2135963.8119731266 2253303.832999289))",2,1,1,1,0.09,0,0.6040991247,1.655507743,1.284375072,1.340844542,450000000,0.08794110557,1,20230322-11-42
2943,"POLYGON ((-2135963.8119731266 2253003.832999289, -2135963.8119731266 2252703.832999289, -2135663.8119731266 2252703.832999289, -2135663.8119731266 2253003.832999289, -2135963.8119731266 2253003.832999289))",2,1,1,1,0.09,0,0.8155025989,1.66716975,1.208095893,1.090349033,450000000,0.0808073509,1,20230322-11-42
2944,"POLYGON ((-2135963.8119731266 2252703.832999289, -2135963.8119731266 2252403.832999289, -2135663.8119731266 2252403.832999289, -2135663.8119731266 2252703.832999289, -2135963.8119731266 2252703.832999289))",2,1,1,1,0.09,0.6200000048,0.857415542,1.607531786,1.227820083,1.10615246,450000000,0.08883390808,1,20230322-11-42
2986,"POLYGON ((-2135663.8119731266 2258403.832999289, -2135663.8119731266 2258103.832999289, -2135363.8119731266 2258103.832999289, -2135363.8119731266 2258403.832999289, -2135663.8119731266 2258403.832999289))",2,1,1,1,0.09,0.8400000036,0.8342064917,1.47507441,1.143534809,1.043281775,450000000,0.0864861719,1,20230322-11-42
